Date,City,Cause of Death
10/11/06,Sosua -  Puerto Plata -  Dominican Republic,Air Accident
10/13/06,Puerto Plata -  Dominican Republic,Homicide
10/27/06,Santo Domingo -  Dominican Republic,Other Accident
1/4/07,Gregorio Luperon Avenue -  Yasica -  Puerto Plata,Veh. Accident-Auto
2/8/07,Santiago -  Dominican Republic,Homicide
4/14/07,La Romano -  Dominican Republic,Veh. Accident-Auto
4/14/07,Santo Domingo -  Dominican Republic,Veh. Accident-Auto
4/14/07,Santo Domingo -  Dominican Republic,Veh. Accident-Pedestrian
6/7/07,Santiago -  Dominican Republic,Drowning
6/13/07,Santiago -  Dominican Republic,Veh. Accident-Motorcycle
6/24/07,Carretera Rio San Juan -  Maria Trinidad Sanchez -  Rio San Juan,Veh. Accident-Auto
7/7/07,Cabarete -  Sosua -  Puerto Plata -  Dominican Republic,Drowning-Ocean
9/5/07,Road Navarrete-santiago -  Navarrete -  Santiago -  Dominican Republic,Veh. Accid-Auto
10/19/07,Km19 -  Autopista Las Americas -  Santo Domingo -  Dominican Republic,Veh. Accid-Other
10/20/07,Puerto Plata -  Dominican Republic,Veh. Accid-Auto
11/28/07,Santiago -  Dominican Republic,Homicide
12/28/07,Higuey -  Dominican Republic,Drowning
1/1/08,Santo Domingo -  Dominican Republic,Other Accident
1/14/08,Puerto Plata -  Dominican Republic,Veh. Accid-Auto
1/26/08,Santo Domingo -  Dominican Republic,Veh. Accid-Auto
2/1/08,La Vega -  Dominican Republic,Veh. Accid-Auto
2/23/08,Peurto Plata -  Dominican Republic,Other Accident
2/28/08,Punta Cana Higuey -  Domincan Republic,Drowning
3/5/08,Moca -  Espaillat Province -  Dominican Republic,Homicide
3/19/08,Playa Grande Beach -  Rio San Juan -  Dominican Republic,Drowning-Beach
4/15/08,Santiago -  Dominican Republic,Suicide
7/18/08,Sosua -  Puerto Plata -  Dominican Republic,Maritime Accident
7/27/08,Santo Domingo -  Dominican Republic,Veh. Accid-Motorcy.
8/13/08,San Pedro De Macoris -  Dominican Republic,Homicide
8/15/08,San Pedro De Macoris -  Dominican Republic,Homicide
9/20/08,Santiago -  Dominican Republic,Veh. Accid-Auto
9/27/08,Santo Domingo -  Dominican Republic,Homicide
10/18/08,Higuey -  Dominican Republic,Veh. Accid-Auto
10/31/08,Santiago -  Dominican Republic,Maritime Accident
11/16/08,Sabana De La Mar -  Dominican Republic,Homicide
11/16/08,Santiago -  Dominican Republic,Homicide
1/5/09,Santo Domingo -  Dominican Republic,Suicide
1/11/09,Bani -  Peravia Province -  Dominican Republic,Drowning
1/17/09,Hospiten -  Veron -  Bavaro -  La Altagracia,Veh. Accid-Auto
1/29/09,Clinical Integral I -  Santo Domingo,Homicide
2/8/09,La Vega -  Dominican Republic,Veh. Accid-Auto
2/17/09,Santo Domingo -  Dominican Republic,Homicide
2/26/09,La Vega -  Dominican Republic,Veh. Accid-Auto
2/28/09,San Francisco De Macoris -  Dominican Republic,Homicide
3/12/09,Gazcue -  Santo Domingo -  Dominican Republic,Homicide
3/16/09,Punta Cana -  Higuey -  Dominican Republic,Drowning
4/12/09,Bonao -  Dominican Republic,Veh. Accid-Auto
6/11/09,Imbert -  Puerto Plata -  Dominican Republic,Drowning
6/13/09,Jayaco -  La Ceyba -  Bonao  -  Dominican Republic,Drowning
6/20/09,Imbert -  Puerto Plata -  Dominican Republic,Drowning
7/21/09,Santiago -  Dominican Republic,Suicide
7/26/09,San Cristobal -  Dominican Republic,Suicide
8/9/09,Santiago -  Dominican Republic,Homicide
8/25/09,Santo Domingo -  Dominican Republic,Drowning
8/26/09, -  Dominican Republic,Drowning
8/31/09,Moca -  Dominican Republic,Homicide
9/3/09,La Vega -  Dominican Republic,Homicide
9/5/09,Higuey - Altagracia -  Dominican Republic,Veh. Accid-Motorcy.
9/21/09,Santo Domingo -  Dominican Republic,Homicide
9/25/09,Navarrete - Santiago -  Dominican Republic,Homicide
10/22/09,Gurabo - Santiago -  Dominican Republic,Homicide
10/22/09,Miches -  Dominican Republic,Drowning
11/23/09,Boca Chica -  Dominican Republic,Drowning
11/30/09,Samana -  Dominican Republic,Drowning
12/7/09,Santo Domingo -  Dominican Republic,Veh. Accid-Auto
12/7/09,Santo Domingo -  Dominican Republic,Veh. Accid-Auto
12/19/09,Puerto Plata -  Dominican Republic,Veh. Accid-Pedestr.
12/19/09,Santo Domingo -  Dominican Republic,Homicide
1/2/10,Moca -  Dominican Republic,Veh. Accid-Motorcy.
1/10/10,Santo Domingo -  Dominican Republic,Drowning
1/12/10,Port Au Prince -  Haiti,Disaster
1/30/10,Santo Domingo -  Dominican Republic,Veh. Accid-Auto
2/4/10,Dajabon - Restauracion -  Dominican Republic,Air Accident
2/4/10,Dajabon - Restauracion -  Dominican Republic,Air Accident
2/21/10,Santiago -  Dominican Republic,Homicide
3/29/10,Higuey -  Dominican Republic,Homicide
4/27/10,Higuey -  Dominican Republic,Veh. Accid-Bus
5/7/10,La Vega -  Dominican Republic,Homicide
5/26/10,Tenares - Salcedo -  Dominican Republic,Suicide
6/11/10,Playa Chiquita - El Batey - Puerto Plata -  Dominican Republic,Homicide
6/25/10,Malecon Avenue - Santo Domingo,Veh. Accid-Auto
7/10/10,Santiago De Los Caballeros -  Dominican Republic,Drowning
7/18/10,Calle 20 No.40 - Gurabo - Santiago -  Dominican Republic,Homicide
7/29/10,Dream Hotel -  Ubero Alto - Punta Cana -  La Altagracia -  Dominican Republic,Suicide
8/12/10,Santiago -  Dominican Republic,Homicide
8/13/10,Santo Domingo Este -  Dominican Republic,Drowning
9/4/10,Villa Gonzalez -  Dominican Republic,Suicide
9/20/10,Puerto Plata -  Dominican Republic,Homicide
10/16/10,Bisono -  Navarrete -  Dominican Republic,Veh. Accid-Auto
11/24/10,Santiago -  Dominican Republic,Suicide
1/20/11,Hospital Ricardo Limardo -  Puerto Plata -  Dominican Republic,Veh. Accid-Motorcy.
1/20/11,Santiago -  Dominican Republic,Veh. Accid-Motorcy.
1/30/11,San Pedro De Macoris -  Dominican Republic,Veh. Accid-Pedestr.
2/3/11,Santo Domingo -  Dominican Republic,Veh. Accid-Other
2/6/11,Santo Domingo -  Dominican Republic,Veh. Accid-Auto
3/8/11,Cayo Levantado -  Samana -  Dominican Republic,Maritime Accident
3/19/11,Santo Domingo -  Dominican Republic,Veh. Accid-Auto
3/20/11,Bayacanes -  La Vega -  Dominican Republic,Veh. Accid-Auto
3/21/11,Santo Domingo -  Dominican Republic,Veh. Accid-Auto
4/9/11,San Pedro De Macoris -  Dominican Republic,Suicide
4/9/11,Santo Domingo -  Dominican Republic,Veh. Accid-Auto
4/11/11,Catalina Island -  La Romana -  Dominican Republic,Drowning
4/16/11,Santo Domingo Este -  Dominican Republic,Homicide
4/16/11,Santo Domingo -  Dominican Republic,Homicide
4/26/11,Santiago De Los Caballeros -  Dominican Republic,Veh. Accid-Auto
7/3/11,Punta Cana -  Dominican Republic,Homicide
7/3/11,Punta Cana -  Dominican Republic,Homicide
7/26/11,Bayahibe -  La Altagracia -  Dominican Republic,Drowning
8/7/11,La Isabela -  Puerto Plata -  Dominican Republic,Drowning
9/8/11,Manabao -  Jarabacoa -  Dominican Republic,Homicide
10/21/11,Samana -  Dominican Republic,Homicide
10/29/11,La Vega -  Dominican Republic,Drowning
11/2/11,Santo Domingo -  Dominican Republic,Homicide
12/10/11,San Francisco De Macoris -  Dominican Republic,Homicide
12/19/11,Higuey -  Dominican Republic,Homicide
12/24/11,La Vega -  Dominican Republic,Veh. Accid-Auto
12/24/11,La Vega -  Dominican Republic,Veh. Accid-Auto
1/1/12,Guayacan -  San Pedro De Macoris -  Dominican Republic,Drowning
3/8/12,Cabrera -  Nagua -  Dominican Republic,Drowning
4/19/12,Santo Domingo -  Dominican Republic,Homicide
5/21/12,Santo Domingo -  Dominican Republic,Other Accident
5/27/12,Puerto Plato -  Dominican Republic,Homicide
6/5/12,Jarabacoa -  Dominican Republic,Vehicle Accident - Motorcycle
7/3/12,Santo Domingo -  Dominican Republic,Homicide
7/24/12,Bonao -  Dominican Republic,Vehicle Accident - Motorcycle
8/2/12,Higuey -  La Altagracia -  Dominican Republic,Maritime Accident
8/23/12,Santo Domingo -  Dominican Republic,Homicide
10/1/12,Sosua -  Puerto Plata -  Dominican Republic,Homicide
10/12/12,San Pedro De Macoris -  Dominican Republic,Homicide
11/12/12,Higuey -  La Altagracia -  Dominican Republic,Vehicle Accident - Auto
1/14/13,Puerto Plata -  Dominican Republic,Drowning
1/14/13,Santo Domingo -  Dominican Republic,Homicide
2/10/13,Santiago De Los Caballeros -  Dominican Republic,Veh. Accid-Auto
2/14/13,Bani -  Dominican Republic,Homicide
4/9/13,Santiago De Los Caballeros -  Dominican Republic,Homicide
4/25/13,Bavaro -  La Altagracia -  Dominican Republic,Suicide
4/27/13,Puerto Plata -  Dominican Republic,Veh. Accid-Pedestr.
5/3/13,Santiago -  Dominican Republic,Suicide
5/15/13,Santiago De Los Caballeros -  Dominican Republic,Veh. Accid-Auto
6/18/13,La Romana -  Dominican Republic,Drowning
6/26/13,Santiago De Los Caballeros -  Dominican Republic,Homicide
6/29/13,Santo Domingo -  Dominican Republic,Veh. Accid-Auto
8/19/13,Punal -  Santiago De Los Caballeros -  Dominican Republic,Homicide
10/19/13,Sierra Prieta -  Santo Domingo Norte -  Dominican Republic,Homicide
10/23/13,Santo Domingo Oeste -  Dominican Republic,Homicide
12/1/13,Higuey -  La Altagracia -  Dominican Republic,Drowning
12/9/13,Puerto Plata -  Dominican Republic,Homicide
12/15/13,Piedra Blanca -  Bonao -  Dominican Republic,Veh. Accid-Auto
1/18/14,Higuey - La Altagracia,Drowning
1/28/14,Higuey - La Altagracia,Veh. Accid-Auto
1/30/14,Cabarete - Puerto Plata,Drowning
4/19/14,Juan Dolio - San Pedro De Macoris,Maritime Accident
6/1/14,Monseor Nouel - Bonao,Veh. Accid-Motorcy.
6/24/14,Punta Cana - La Altagracia,Suicide
7/6/14,Santo Domingo,Veh. Accid-Auto
7/23/14,Santo Domingo,Homicide
7/31/14,Rio San Juan - Nagua,Veh. Accid-Auto
8/6/14,Puerto Plata,Drowning
9/9/14,Boca Chica - Santo Domingo,Homicide
9/19/14,Gaspar Hernandez,Homicide
9/21/14,Cabarete - Puerto Plata,Drowning
9/25/14,Higuey - La Altagracia,Veh. Accid-Bus
10/19/14,Alma RosaSanto Domingo Este,Veh. Accid-Auto
10/31/14,Gazcue - Santo Domingo,Homicide
11/1/14,Bayahibe - La Altagracia,Drowning
11/1/14,Nagua,Homicide
12/12/14,La Catalina - Cabrera,Suicide
1/29/15,Santo Domingo,Maritime Accident
2/13/15,Puerto Plata,Drowning
2/22/15,Puerto Plata,Drowning
3/1/15,Higuey -  La Altagracia,Drowning
3/1/15,Higuey -  La Altagracia,Drowning
3/1/15,Higuey -  La Altagracia,Drowning
3/30/15,Boca Chica -  Santo Domingo,Suicide
4/9/15,San Pedro De Macoris,Veh. Accid-Auto
4/19/15,Puerto Plata,Veh. Accid-Auto
4/26/15,Santiago De Los Caballeros,Veh. Accid-Auto
5/4/15,Los Cacigazgos -  Santo Domingo,Drowning
5/8/15,San Felipe -  Puerto Plata,Drowning
6/11/15,Monte Plata,Veh. Accid-Bus
6/25/15,Higuey -  La Altagracia,Suicide
6/25/15,Santiago De Los Caballeros,Homicide
7/19/15,El Pino,Veh. Accid-Auto
7/26/15,Santiago De Los Caballeros,Veh. Accid-Auto
8/7/15,Montecristi,Drowning
8/14/15,Santiago,Homicide
8/23/15,Santiago,Suicide
9/19/15,Santiago,Homicide
9/19/15,Sosua -  Puerto Plata,Veh. Accid-Motorcy.
10/13/15,Bavaro -  La Altagracia,Other Accident
10/23/15,La Vega,Veh. Accid-Auto
10/27/15,Santo Domingo,Drowning
11/9/15,Cotui,Homicide
11/16/15,Higuey -  La Altagracia,Drowning
12/13/15,Cabarete -  Puerto Plata,Veh. Accid-Auto
12/19/15,La Romana,Other Accident
12/28/15,Cotui,Drug-Related
1/1/16,Punta Cana,Veh. Accid-Auto
1/22/16,Santo Domingo,Homicide
2/28/16,Santiago,Veh. Accid-Motorcy.
3/14/16,Santo Domingo,Homicide
3/18/16,La Romana,Veh. Accid-Other
3/20/16,Puerto Plata,Drowning
4/30/16,Santo Domingo,Homicide
5/6/16,Puerto Plata,Drowning
5/18/16,Puerto Plata,Veh. Accid-Auto
5/30/16,Santiago,Other Accident
5/31/16,Santo Domingo,Homicide
6/20/16,Boca Chica,Drowning
7/5/16,Puerto Plata -  Puerto Plata,Drowning
9/10/16,Puerto Plata -  Puerto Plata,Drowning
9/15/16,Puerto Plata -  Puerto Plata,Veh. Accid-Motorcy.
11/10/16,Ciudad Nueva -  Santo Domingo,Other Accident
11/11/16,Higuey -  La Altagracia,Veh. Accid-Motorcy.
12/15/16,Santo Domingo,Suicide
1/29/17,Santo Domingo ,Veh. Accid-Auto
2/12/17,Puerto Plata,Other Accident
2/20/17,San Cristobal,Homicide
3/16/17,San Francisco De Macoris,Homicide
4/20/17,Montecristi,Suicide
5/6/17,Azua,Veh. Accid-Auto
6/30/17,Santo Domingo ,Homicide
7/23/17,Puerto Plata,Veh. Accid-Motorcy.
7/29/17,Santiago,Veh. Accid-Auto
7/29/17,Santo Domingo,Drowning
8/12/17,La Vega,Homicide
8/16/17,Sosua -  Puerto Plata,Veh. Accid-Auto
8/17/17,Santo Domingo,Suicide
9/3/17,La Ceiba -  Bonao,Veh. Accid-Auto
10/2/17,Santo Domingo,Veh. Accid-Auto
11/11/17,Navarrete -  Santiago,Other Accident
12/4/17,Santo Domingo,Veh. Accid-Auto
2/22/18,Santiago De Los Caballeros -  Santiago,Homicide
3/31/18,San Pedro De Macoris -  San Pedro De Macoris,Veh. Accid-Auto
4/23/18,Bonao -  Monsenor Nouel,Homicide
5/23/18,Punta Cana -  La Altagracia,Drowning
7/8/18,Higuey - La Altagracia,Other Accident
7/20/18,Luperon - Puerto Plata,Veh. Accid-Motorcy.
7/22/18,Santo Domingo Este,Veh. Accid-Auto
8/15/18,Bavaro -  Punta Cana - La Altagracia,Drowning
8/15/18,Sosua - Puerto Plata,Drowning
8/19/18,El Higuero -  Santo Domingo Norte,Veh. Accid-Other
10/16/18,Santo Domingo Oeste,Homicide
11/10/18,Santiago,Suicide
12/17/18,San Pedro De Macoris,Drowning
1/21/19,Santiago -  Dominican Republic,Veh. Accid-Auto
1/26/19,Punta Cana -  Dominican Republic,Other Accident
2/4/19,Santo Domingo -  dominican Republic,Suicide
2/20/19,Santo Domingo -  Dominican Republic,Other Accident
3/4/19,Punta Cana -  Dominican Republic,Veh. Accid-Other
3/29/19,Puerto Plata -  Dominican Republic,Suicide
4/21/19,Bonao -  Dominican Republic,Other Accident
4/30/19,Bani -  Dominican Republic,Veh. Accid-Auto
5/29/19,Punta Cana -  Dominican Republic,Veh. Accid-Auto
6/13/19,Samana -  Dominican Republic,Drowning
